case_uuid,violation_uuid,state_name,citation_sequence,employer_name,employer_dba_name,employer_city,violation_category,date_opened,date_paid,date_closed,amount_claimed,amount_assessed,amount_paid
eef65611-1b14-4de6-86be-742576bd45a8,349a5c34-c4c9-445f-a6ff-9b0319385cfc,Indiana,1,AMB Group Inc,,,,2011-03-10 00:00:00,,,8000.0,,
78e4b914-0d83-41fc-b98e-110f109ec5d0,1a56f8f0-9a3f-4ac9-9965-6c978d3834e0,Indiana,1,Golden Living Center,,,,2011-03-11 00:00:00,,,599.36,,
851a1282-00f1-44b2-99fd-2fa4abbccf08,7b8798a1-8da3-4022-80d3-818fd1be60a0,Indiana,1,"Right At Home Illiana, Inc.",,,,2011-02-28 00:00:00,,,832.0,,
88650c97-6ea6-49b8-b696-341b365fe062,b02adb8b-4c6d-410b-9b38-5e11fbfdfb55,Indiana,1,Franklin Logistics,,,,2011-03-08 00:00:00,,,0.0,,
6eeff9ee-0343-425a-940e-f77ed34e2d1a,3f08db39-66cc-4c0e-af46-16f677df6ed9,Indiana,1,,,,,2011-03-14 11:58:34,,,336.9,,
bdc7f60c-3c38-4ce0-8e25-4cebe84a9fea,c0017805-f80b-49b6-b659-cd6fbb275997,Indiana,1,Maxwell St. Hotdogs,,,,2011-03-14 12:30:42,,,108.75,,
2730fed9-8235-41df-82e3-9af42001aba4,aa854407-ea5d-44de-95a9-4a6f0c82a77a,Indiana,1,Crider And Crider Contracting,,,,2011-03-14 13:37:54,2011-05-05,,1600.0,1600.0,1228.94
d94e8bf7-fac5-494f-bf08-8abc2f4a06db,c61dc26e-e7c0-4ad2-b101-762f0d897441,Indiana,1,Provision Companies Inc.,,,,2011-03-14 21:48:44,,,2000.0,,
a7d39b21-1d7a-4018-8697-494e164d987c,2f82251b-2c47-4c61-8d2e-f28092309d9b,Indiana,1,Wabash 2 Way Radio,,,,2011-03-15 13:08:22,,,480.0,,
b3f15c34-5e3f-4bd3-aacb-4fca217c83d5,d175693c-4521-46bc-bde8-22bec21da2e7,Indiana,1,Cornerstone Coffee House,,,,2011-03-15 14:36:29,,,1000.0,,
16e9b6f9-844d-484a-b366-823e88ae7686,00ca6d64-17b8-48b5-80c1-2886923953d9,Indiana,1,"Vincennes Industrial Supply, Inc.",,,,2011-03-15 17:00:48,,,1066.0,,
907c4b0f-382a-4ef3-b32b-8824994d0549,cebe0073-1ac8-483f-b44a-c50b6faae743,Indiana,1,Clark Station,,,,2011-03-16 14:51:47,,,87.0,87.0,
4d94cb1d-f562-4dc3-a7e0-2567f2d62f4c,252ab0ae-ec19-4052-a709-369ddbdec02d,Indiana,1,Nightingale Home Healthcare,,,,2011-03-16 21:56:28,,,7874.0,,
9d33992d-e599-42a6-9c1e-8f3a86ed5ede,0dac5062-e9f3-4a95-8ce9-976873b32756,Indiana,1,Unlocking Minds/precious Cargo Childcare Ministries,,,,2011-03-16 22:26:44,,,781.31,,
4e050b64-9e02-4f1b-bad9-dec2fd63be45,caa8fc87-f9ef-4593-8595-b3d342c0cccb,Indiana,1,Usa Muffler & Brakes,,,,2011-03-17 15:40:25,,,1551.0,,
fe8fdf17-1144-48f4-a098-f80108855079,49574eb2-7a06-4d2e-8b08-893c20a68946,Indiana,1,Communications Network,,,,2011-03-18 08:26:16,,,103.0,,
85da18bf-ffc1-47dd-a501-03d4e5aa5560,f8ebddd7-191f-415d-a8e9-94ef7c4faaf5,Indiana,1,Hypersonic Technologies,,,,2011-03-18 09:26:06,,,5576.4,,
030fd4f1-abb7-4ca8-b929-df85012e5277,6cc3b3c2-12f3-4b14-bc8a-5616d1a1117c,Indiana,1,Sagamore Home Mortgage,,,,2011-03-18 17:29:51,,,1081.31,,
8433d9b9-c09d-4439-8f56-506e77172bdd,76fee4ab-88fd-4ca4-ae0a-8cea1a12f14d,Indiana,1,Med Mizer,,,,2011-03-19 14:07:56,2011-05-05,,738.37,738.37,561.01
d8be25bf-3072-4978-93ec-b7dc7c0c73bb,20db38d4-8324-4b38-af10-7453519c0fd7,Indiana,1,Qbm,,,,2011-03-20 13:10:56,2011-04-22,,236.25,236.25,214.96
ecd60b13-89ab-453a-a782-5762fcb30393,67e7faed-72eb-4625-b726-ff9a74c10513,Indiana,1,Centura Solid Surfacing,,,,2011-03-20 18:46:55,,,1246.4,,
7c4e24c4-1834-41fb-8d76-9572f994d1ba,0c032fa1-75b6-40f8-b3c7-01a67bee2924,Indiana,1,Child Care Partners,,,,2011-03-20 20:02:57,,,268.25,,
2edc4e04-53a8-4b15-ad6f-090a30ec76dc,efc84bda-b83c-49d6-8305-c9b48c31883d,Indiana,1,Maxim Medical Services,,,,2011-03-21 00:00:00,,,4600.0,,
fd3268b4-824f-414a-9c56-c91605bbfc40,78937b89-8f98-4993-b710-2deafef3c88e,Indiana,1,"ResCare, Inc.",,,,2011-03-21 00:00:00,,,11049.96,,
95988f90-6613-48d4-b6e8-2e906ac14966,d9aec68f-600f-4285-bfdb-928ec98fd6a0,Indiana,1,Trillium Staffing d/b/a Trillium Environmental,,,,2011-03-22 00:00:00,,,30.0,,
6fc06f72-9ace-48aa-8b07-f7626b4d338f,9e62d02f-b490-4d7e-92ba-fde7795c2c9e,Indiana,1,Quality Building Maintanance,,,,2011-03-22 02:18:38,,,202.5,,
b715d550-53a4-49ef-a109-04ada67f9c18,18ccca6e-e75d-4715-a323-e2be5c7e0ab7,Indiana,1,Myler Church Building Systems,,,,2011-03-22 15:08:43,,,610.0,,
8dbe47e7-05a5-46f8-b076-db22149e9067,fc70bb27-d138-465d-afc5-eddd16aac81e,Indiana,1,Hgmi,,,,2011-03-23 04:28:11,,,6543.57,,
68d12180-f55d-4bbb-b536-143673baff96,0d65db29-0b66-4a53-956d-35e76ba8475b,Indiana,1,Miejer,,,,2011-03-23 09:33:28,,,644.0,,
a53b6bcc-cb0e-42c8-a246-0191838f4486,531b1a2a-6421-4caa-ad63-e36b19458d12,Indiana,1,The Robinson Group,,,,2011-03-23 00:00:00,,,869.0,,
73bd724e-e3c7-473b-8238-21559e196d1b,eb4d153e-f9c2-437c-b84e-6039230ac7db,Indiana,1,Indianapolis Public Schools,,,,2011-03-24 17:00:53,,,3600.0,,
2d4e09b7-0e70-4429-ad2b-5c32498d286d,f177b0e4-8f9b-439c-abc0-053eac530fab,Indiana,1,Riverside Community Corrections,,,,2011-03-24 19:10:16,,,873.4,,
139bd0a0-152e-43cb-a8b6-4dce1e4ad25f,780da536-3ee5-4586-b7a5-e0f2c8d2ebaf,Indiana,1,Dr Azra Sheriff,,,,2011-03-24 22:50:49,,,340.0,,
97d846c5-8b27-4e56-9b73-28d2fb76fcdd,9442864e-34f4-47bc-a34d-429dac58dea3,Indiana,1,Brandt Truck Line Inc.,,,,2011-03-25 17:21:46,,,3375.0,,
967b2898-ada3-48e5-a5d6-ffe39f9fe1f9,1b63c109-1a1b-4885-9ca4-a3cfecde994f,Indiana,1,"Brandt Truck Line, Inc.",,,,2011-03-27 18:10:04,,,1106.0,,
616e6a4c-52be-4c14-8950-d2fa1dd22aac,27fb7064-0672-4eb1-ae55-10be804b5af8,Indiana,1,Brandt Truck Line,,,,2011-03-27 22:04:05,,,2184.0,,
ff3c8f70-ebca-4ae3-b2c0-33b399b15c7a,4e044a69-7dd0-42a5-82ff-a31f510b85cc,Indiana,1,Toyota Merrillville on 30,,,,2011-03-14 00:00:00,2011-03-24,,1492.3,1492.3,1209.36
80056384-699b-408b-a793-669c71c2ee5c,b7f2ad4a-8e94-4304-9515-21468c66b607,Indiana,1,Pathfinder Services,,,,2011-03-14 00:00:00,,,2477.0,,
c2101006-c8d5-44b6-b722-4e6018955fb3,5d9fc39c-90d3-4821-b3f9-c1163168eefa,Indiana,1,American Sleep Medicine,,,,2011-03-15 00:00:00,,,1903.55,,
274e61c7-3a2d-4283-9bcd-25dd1c2b6fc1,e40172e6-f9ed-4239-965c-8221bcdaff58,Indiana,1,City Of Gary,,,,2011-03-16 00:00:00,,,1224.0,,
fb10203f-ed04-4c75-82c3-a4f05369ab8a,6657d4af-b17d-4aa9-9b1a-688409d85080,Indiana,1,Rose & Walker Supply,,,,2011-03-16 00:00:00,2011-03-11,,185.0,185.0,152.74
9f897e94-3c79-47fd-8c77-06580553256d,818b6a92-c291-480f-b403-37354cc57727,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,5872.88,,5872.88
417cf972-76a3-4177-9289-86ff6d16c103,4c886e79-7dcd-45a9-9220-1a0dbfacd2e0,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,5625.0,,5625.0
2891a2d5-8d24-42ae-a338-26e54e8010bc,1835fe8c-4019-4b80-a8b0-7d87dbaf1d78,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,5872.88,,5872.88
0c98234d-a9b1-426b-8671-d41159e47dcd,61682858-4413-4caa-9e54-5c2c9060ed5d,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,5676.0,,5676.0
7e3d257d-dd9c-4e26-b3f8-6c1969ab4261,97dea635-6008-4750-82f1-d9a2c8477234,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,5872.88,,5872.88
ed38ed1c-64cb-4aa7-88ee-5fed35b3ded4,e120afd0-0dca-41c2-b36c-158eca53204f,Indiana,1,"Lakeview MRI, LLC",,,,2011-03-18 00:00:00,,,1218.0,,
4ff97818-4d09-4c3b-8ca7-5e81842a31d0,0f0cef19-1823-4b2b-9e91-8a87a0e5669a,Indiana,1,Illiana Custom Cars LLC,,,,2011-03-18 00:00:00,2011-04-05,,640.0,640.0,640.0
a8f6d397-79df-4cd8-bd82-8a18d533f565,470ab0a5-aace-471a-93f8-037391efb0ec,Indiana,1,RaMar Inc. ,,,,2011-03-18 00:00:00,,,4680.0,,
8926ed30-2b9f-4bac-b016-ca1a21526d0c,d237200b-1b44-432b-84ec-fd823f0ebc4c,Indiana,1,Your Friends & Neighbors,,,,2011-03-21 00:00:00,,,1503.5,,
54385639-d747-4078-813d-c8b1e21062e6,dac1632f-6e97-43b4-8529-5d48414ffb9e,Indiana,1,Crystal Flash Petroleum,,,,2011-03-21 00:00:00,,,1060.0,,
a8d804cf-e168-4b79-8293-2b53487a1225,6c6bcdcb-0713-488e-863a-3ab70b6a6a06,Indiana,1,Alldent Complete Dentistry,,,,2011-03-22 00:00:00,,,240.214,240.214,
7de37ec6-2cc4-447f-aba7-8877dad53e7d,3d66ba0a-0936-47e9-be9c-bb567e1f64ef,Indiana,1,Gold Casters,,,,2011-03-22 00:00:00,2011-04-08,,300.93,300.93,277.57
6939ec86-015a-490f-ad6d-8fa8fdb0bd81,b40a7f27-9ac5-49b7-951e-5f9f7746ea1f,Indiana,1,Stevens Trucking Inc.  ,,,,2011-03-23 00:00:00,,,903.85,,
e5b784b8-ebb3-4b12-94cb-e3828fd8d898,7c5ee1c6-f9f1-4086-9fb1-419dbda30aec,Indiana,1,LA Fitness,,,,2011-03-24 00:00:00,,,36.0,,
604097fc-de54-4185-9929-24267715651a,b8fa91ee-1690-458a-a783-00e5cec32af6,Indiana,1,Advanced Waste Services ,,,,2011-03-24 00:00:00,2011-04-06,,576.0,576.0,576.0
59f67232-e8b6-4a46-9f70-f64302394273,a8d7544c-8f26-41ed-88bb-85a95bfd3e8f,Indiana,1,Morningside Nursing Center ,,,,2011-03-25 00:00:00,,,502.0,502.0,
77218fb6-62d0-4e64-9e14-ee5ca6ebcdf5,b854c30b-ad74-4eb3-a788-ec5c4e577303,Indiana,1,Riley & Sons Inc. ,,,,2011-03-23 00:00:00,,,975.34,,
23fcf418-1f03-44fd-9c90-c7b32701d876,2824b321-e99c-4ef9-9243-44b1ef9e4ff6,Indiana,1,Advance Distribution,,,,2011-03-14 00:00:00,,,788.0,,
9b1a134d-ef3a-473a-b914-aebd2d92a43d,a6b4b844-6e3f-4b1d-b2b4-cdc77e0e2eb3,Indiana,1,Hoosier Tradewinds,,,,2011-03-14 00:00:00,,,0.0,,
59be5081-6d12-486d-9eea-61738a97b4e8,b8c2bb47-11eb-49e4-bbf3-a090349ae15d,Indiana,1,Uncle B's Family Restaurant,,,,2011-03-14 00:00:00,,,848.09,,
9e4b0379-5fd1-4ddc-a90c-109936d89314,a25947ce-9b49-4241-8cdb-bba2aec3091b,Indiana,1,Corner Cup Café,,,,2011-03-17 00:00:00,,,1000.0,,
be0ed297-3421-4a1b-9f99-11f826e547b6,5893a875-d38c-4c82-a680-e65d16017ac3,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,6132.0,,
6be3ee09-b418-4e8f-ac6a-33967a2002bf,eeb6368d-dbeb-4d4c-8535-57114b65f58d,Indiana,1,City of Logansport,,,,2011-03-17 00:00:00,,,6132.0,,
22a35047-e29f-40d6-944e-4ebf5ec28939,5fad284c-24fe-4b53-aee8-cabfe2540f19,Indiana,1,Best Buy Stores LP,,,,2011-03-18 00:00:00,,,200.0,,
1ad47fce-8821-4578-a0c1-80a0a3b1e078,0b8ad41f-6d0b-4f73-8a68-242e0fe122f9,Indiana,1,AKAL Express Inc.,,,,2011-03-18 00:00:00,,,8500.0,,
b2a32e89-1a04-4fcc-8d52-c1d9f9dbff4b,64ec6695-a8d7-4e09-be72-02385f40c652,Indiana,1,Mitchell Manor,,,,2011-03-21 00:00:00,,,4997.44,,
a75202d7-af8b-4ac0-bffc-560b0032875d,54cc5690-f58d-487d-8b48-ac1211ea6296,Indiana,1,Hoosier Tradewinds,,,,2011-03-21 00:00:00,,,2267.27,,
60c000b8-f030-4432-98ce-4a700587947d,091ecdea-e2cf-43ac-91c4-5eae30e32d76,Indiana,1,Hoosier Tradewinds,,,,2011-03-21 00:00:00,,,1540.21,,
fbf4ee48-e688-456c-a2cd-848b04448714,52f953dd-7fc5-40ee-97b5-8dc33202fc09,Indiana,1,Tobacco World,,,,2011-03-22 00:00:00,,,0.0,,
9a301e3e-67ca-467a-bea1-15cb1e1f2a34,afa15077-5add-4271-b13a-2420c01c22ab,Indiana,1,Anchor Glass Container,,,,2011-03-24 00:00:00,,,40000.0,,
2c9fcce4-2f2c-4557-97b5-0db3b8a4e219,3b683cb8-50bb-4522-a20d-d74322583691,Indiana,1,Hoosier Tradewinds,,,,2011-03-24 00:00:00,,,894.14,,
ff64ef54-44ca-4555-b868-da83e82490e5,b0c7c9d8-f056-4e1b-834d-b183e408c462,Indiana,1,Franklin Logistics,,,,2011-03-24 00:00:00,,,117.27,,
ab75ff43-9a1e-459d-9370-761b0d53ef8f,89373055-359f-4d5c-882a-4de78595cd99,Indiana,1,Lake Iola Assitant Living,,,,2011-03-28 04:23:11,,,840.0,,
e81e7863-17f6-4ed6-b71c-8cef75db8427,3b166af2-0a8b-4965-a57c-9850573e20e8,Indiana,1,Foundry Mainteance Services,,,,2011-03-28 11:44:41,,,204.0,,
92ab9885-6652-4778-a904-3f8090e14b73,34ec9fe4-f784-4e33-bba5-fa9e1716f234,Indiana,1,Steve Mays State Farm,,,,2011-03-28 13:41:20,,,502.0,,
79aacba3-3206-48b8-a473-3e90ca9e49a9,b9cf15b9-2650-4828-bc86-a8f4fd852762,Indiana,1,Dr. James Gerni,,,,2011-03-28 13:53:28,2011-04-27,,800.0,800.0,664.8
3d0aa78e-9f8e-4a6f-a1c7-399278084d6b,c26d093c-68c0-4d36-9fb0-cf0c36d90b23,Indiana,1,Las Limas,,,,2011-03-28 21:11:29,,,600.0,,
e1792fbd-a242-4472-bd34-40efba0d4175,e4d4bd39-759b-4eeb-9500-e02b16a0701c,Indiana,1,Healthsource Chiropractic And Progressive Rehab,,,,2011-03-29 03:39:02,,,730.0,,
61821cf8-255c-4e7c-a9de-fa97c9f137c4,7ea06dd1-2a9e-49fa-89ad-ad33297b00b5,Indiana,1,Floyd County Sheriff's Department,,,,2011-03-29 12:40:12,2011-04-08,,80.4,80.4,80.48
346eee22-541f-431c-a5e8-7be67591cb68,24cb47cb-ed0d-49ba-8798-07f5c275f3c0,Indiana,1,Metropolitan Oasis Cdc,,,,2011-03-29 13:51:24,,,306.14,,
79b8f0dc-6fbf-4b90-ac82-47e9d406e5aa,21e1aa84-b051-4c92-b583-553486cffae8,Indiana,1,Super Fast Lube,,,,2011-03-29 15:35:14,,,277.5,,
fcf7b5cd-157e-4344-ae90-603a824dfb32,c4018e9e-4035-4ef0-b4b8-fe9ac222ca53,Indiana,1,Clairvoyant Designs,,,,2011-03-29 17:18:14,,,750.0,,
1a881a48-4354-4aed-addb-cf1c615c5cf3,aecee7b1-825a-4714-b1ee-aaa73ba9e44f,Indiana,1,,,,,2011-03-29 19:00:18,,,312.0,,
50b5c6c4-7372-499f-9832-d8db5f0342a0,61b7190f-1ad2-4bea-b20b-efe4cc9b2871,Indiana,1,O'reilly's Irish Bar And Restauran,,,,2011-03-30 11:57:07,,,770.0,,
8ac760a8-a67d-4a30-83f3-410b68dc53b4,80862022-2ae9-4094-8c2c-a6fb0d210ae5,Indiana,1,Brandt Truck Line,,,,2011-03-30 12:45:18,,,603.0,,
0b458fc1-0a6e-4ea6-a652-40c60f122cfc,eb239d72-6151-4ed9-b5d5-ee88eb9f3264,Indiana,1,Brandt Truck Line,,,,2011-03-30 16:34:39,,,2399.86,,
544f48fc-54fe-4fea-86ab-ed8ca70b26ce,0c0e6fee-bf7a-4ba4-baa3-2476eeaf5707,Indiana,1,Rink Printing Co.,,,,2011-04-01 09:04:29,,,1440.0,,
1795e7d2-fc78-43a9-85fd-6e887039d38a,31acccda-a779-491b-ad44-1a05e8d035cb,Indiana,1,Hemi Transport / D & D Brokerage Llc,,,,2011-04-01 12:33:24,,,2500.0,,
c7aa1254-8219-4904-befd-b84e8d84cfbc,cbea24fe-6182-4443-bc3d-cf76b8bd4357,Indiana,1,Brandt Truck Line Inc.,,,,2011-04-01 15:56:47,,,5625.0,,
65c2b88d-5c76-4f3d-8a2a-f1b777ac493e,db3c9ad1-c9e6-4981-8a96-545aad63b932,Indiana,1,Bclr Aquistion Dba Quality Glass,,,,2011-04-01 16:05:38,2011-05-31,,115.94,115.94,115.94
2558dd8b-9cef-4ccc-8c69-9e2e6dc729e3,fe27abaa-cd07-4d71-86e1-16040a9cb8f6,Indiana,1,Penn Station Rest.,,,,2011-04-03 00:00:00,,,465.0,,
5aa52050-aa47-4699-8850-9ab09c9b3987,a78998ef-5055-4d3a-a9a5-51e1bed62c88,Indiana,1,"Tilson, Hr",,,,2011-04-03 12:42:56,,,2884.62,,
5762c773-5fbe-4089-ac47-0490ad3ae1d7,dff77278-76c0-4ea5-9e63-0a95b48d1dc9,Indiana,1,Ph Current Electric,,,,2011-04-04 10:21:30,,,1200.0,,
a39fe3ef-3667-4d05-974f-99746b7aed8e,4d0be515-3885-4486-90ee-d5b69848fcd8,Indiana,1,Pinnacle Healthcare Llc,,,,2011-04-05 00:06:23,,,2267.52,,
a238ad05-3c16-4218-8bd0-3b9689810235,4eac9d18-7f97-4028-bebd-66b29c9a0274,Indiana,1,Brandt Truck Line Inc,,,,2011-04-05 08:08:53,,,5237.27,,
04a55438-e075-44fd-a756-34a3fc94f4f4,a6cc762e-4fb2-4c46-9d9a-8999a21a1e82,Indiana,1,Appliance Zone,,,,2011-04-05 11:00:22,,,480.0,,
7d929ae1-9823-44b4-a1e8-e26cff784288,4823bc39-c245-43f1-827a-eb49c9b3b920,Indiana,1,Gig,,,,2011-04-05 12:11:19,,,167.31,,
5f6eb434-d649-4482-b024-03d180725ebf,9db22aeb-668d-49f9-a9e3-17cc687a3a66,Indiana,1,Keystone Schools,,,,2011-04-06 14:31:29,,,5737.5,,
114adeee-5023-4836-b0e3-f6fecebdd30c,175d8c75-1e58-47b2-bc03-ffc86dbf9a21,Indiana,1,Sagamore Home Mortgage,,,,2011-04-06 15:20:48,,,817.28,,
9c0b33a9-4704-4f59-ab53-df893ccf627e,db28d45a-887d-4770-bb53-73f78feceac6,Indiana,1,Steel Technogolies,,,,2011-04-06 21:51:57,,,2526.0,2526.0,
0e3b65a0-06eb-4b57-8c53-64107bee30ca,46f7d604-4a15-4c81-b30d-91cedbc17840,Indiana,1,"Vincennes Industrial Supply, Inc.",,,,2011-04-07 11:52:26,2011-06-23,,816.0,816.0,629.86
30737127-fc0a-4e80-84a5-7b0345d45338,dcfa6468-7fcd-4bd3-b6a7-13d986c9eb27,Indiana,1,Steve Mays State Farm,,,,2011-04-08 11:28:26,,,502.0,,
aaf6bf42-b103-493b-9b89-6ebe42e6452c,f86ab34c-0283-4c60-9d4f-a6cbb12a632b,Indiana,1,Ibc/hostess Brands,,,,2011-04-08 11:40:23,,,286.0,,
a47b3498-b3a7-451b-ac4b-96c0454f607d,d3e81df3-1620-495c-aacb-9a9cdb0b085a,Indiana,1,Fortner Pest Control,,,,2011-04-08 13:04:03,2011-04-22,,404.0,404.0,317.0
dc2aea44-6b2f-4384-89fb-8ff5eec7f7b7,d328f346-f8e6-4d65-b21a-39d84431bce3,Indiana,1,Support Services Of America Inc.,,,,2011-04-08 14:11:37,,,259.46,,
cf1c0da8-7382-4d40-bbb7-89b1996398f7,da793113-a60e-4f3b-bcf9-dfc624552764,Indiana,1,Portrait Innovations,,,,2011-04-08 15:19:44,2011-04-21,,412.16,412.16,334.67
c3277dad-88cd-4f30-b900-8794541a0763,67707f1b-b882-42fd-a393-447e242f0d18,Indiana,1,"Bclr Acquisition, Inc  Dba Quality Glass",,,,2011-04-08 19:21:30,2011-05-12,,146.0,146.0,146.0
adb9f698-8e72-4d9b-9a1d-2e2f05aa5011,65fc0bf8-6899-482f-b4f8-c953b799c56d,Indiana,1,Partner's Real Estate,,,,2011-04-08 21:19:28,2011-04-21,,96.0,96.0,85.2
5ecf5825-68cb-4b89-a6d1-1244ef6fec78,fa70ffe7-f951-4b7a-8d9e-aa205bf89e93,Indiana,1,Johnson's Wrecker And Machine Shop,,,,2011-04-09 12:14:39,2011-05-24,,709.5,709.5,594.9
aa9708d2-0a49-48b4-9f2a-bc11aef94a92,1f603c12-59f7-4e5d-b581-f1a41234ae2f,Indiana,1,"Kpr, Inc.",,,,2011-04-09 14:52:04,,,1239.42,,
6f442bc8-11f9-4c46-8e3c-0fb325bdb52c,a503c3eb-0d9e-4b2c-8318-f4ac7f888e7f,Indiana,1,"Centura Solid Surfacing, Inc.",,,,2011-04-10 16:20:34,2011-04-25,,1246.4,1246.4,1246.4
a4a8fac5-15a9-47ad-ad3b-f7016cf6c1ba,79490f86-fd03-4666-ad9c-39c2e22cafd7,Indiana,1,Suds Unlimited,,,,2011-04-11 01:29:20,,,390.0,,
90119f0b-b541-498f-9424-cd6b7861c566,d24a7fe3-2bba-423f-ab67-d238866d19f2,Indiana,1,Suds Unlimited,,,,2011-04-11 01:42:45,,,740.0,,
b90ed84e-4c64-47de-88ce-0c7c177ad288,39ba4f70-4ac6-40b8-ae35-a60dffc83e4d,Indiana,1,Stevens Trucking Inc.  ,,,,2011-03-28 00:00:00,,,903.85,,
eb3b0171-d6b0-497f-9f28-982ce5e3119f,185a070b-43f8-4f87-8acb-c6f19f481111,Indiana,1,Trust Logistics,,,,2011-03-30 00:00:00,,,740.71,,
972163c6-e292-420c-a20b-5513c4d11bcf,4d8e263e-44b4-45c5-9f54-937b59fb5887,Indiana,1,IT Custom Carriers LLC,,,,2011-03-28 00:00:00,,,1137.64,,
9356de12-84df-4287-8688-658dbef255fc,1bc8f56f-3f43-4af9-ae7b-0acdafa3c279,Indiana,1,Flanagan's Restaurant & Pub Inc,,,,2011-03-28 00:00:00,,,93.0,93.0,
a06999a8-30ba-4687-a6b0-8cab3e14d65b,cabd71e5-a434-4ff6-a270-b9a3a1839cb8,Indiana,1,Onsite Heating & AC,,,,2011-03-28 00:00:00,2011-05-20,,600.0,600.0,495.01
757cba22-5498-42da-8b6b-2d1f1f25c800,e10bb28a-2593-47aa-accc-1e965c066dda,Indiana,1,Edgewater System for Balanced Living,,,,2011-03-28 00:00:00,,,117.63,,
1ccfdfb4-3921-44f6-8081-8c1f2c1aa933,c246712a-549e-442f-a713-9107dffa46d7,Indiana,1,Five Stars ,,,,2011-03-28 00:00:00,,,60.0,,
9770900f-3c0c-47fe-b922-b54e14393dc4,c1723aa2-50b5-45d3-9006-33f8e52601b6,Indiana,1,Kenia & Moises,,,,2011-03-29 00:00:00,,,720.0,,
ee690769-3574-490d-812b-82d38417d5f1,7dc841f9-70fa-4fe0-8e43-7980e36e9121,Indiana,1,AT&T,,,,2011-03-29 00:00:00,,,1600.8,1600.8,
773afed3-15f7-4de6-a479-ebd0e93c99ae,6d899a7f-f749-4b59-a3e2-e25734160346,Indiana,1,United Parcer Service ,,,,2011-03-29 00:00:00,2011-02-18,,786.5,786.5,157.85
fd60b620-efba-47db-bf45-d62eedc5fb0a,573911de-13e4-48d7-abbe-09b69178a18a,Indiana,1,Expections Women's Health & Chilbearing Center ,,,,2011-03-29 00:00:00,,,3345.6,,
2ca7c5a9-3284-41b5-b177-a6a856d88dab,85a5f06f-26fe-4413-bd9e-b609a8093865,Indiana,1,Tina Reids Housekeeping,,,,2011-03-28 00:00:00,,,265.0,,
0fb374ef-d5cc-4c9e-8227-e1cb1fe66ffe,4b0081ad-3795-4734-94bc-fb73170641cc,Indiana,1,John C. Landel Jr.,,,,2011-03-29 00:00:00,,,0.0,,
70f476f1-21de-4ce4-9daa-a68fab425bea,8164255c-6331-4671-84e3-ad288d640e2b,Indiana,1,Indy Expediting,,,,2011-03-30 00:00:00,,,503.0,,
04b0d8ae-ce54-4699-b455-41b1cf497efc,f9398b9b-d0a6-4204-9819-a5ee6f552677,Indiana,1,"M&M Transport, Inc.",,,,2011-04-11 00:00:00,,,172.66,,
8d162a32-fc06-4767-878a-ff302e319473,f61d54c7-228c-4710-a9bd-d9906e632843,Indiana,1,Lewellyn Technology,,,,2011-03-29 00:00:00,,,16000.0,,
eddb1a87-8451-4fd1-af7c-7fd012f91675,25475372-91aa-443d-b4c3-d16dbf1e6126,Indiana,1,McComb & Sons,,,,2011-04-01 00:00:00,,,2982.65,,
20932800-43ab-4d34-bf06-d8a6b09d5384,2e436b28-7982-4341-8e41-db9e642d671a,Indiana,1,"Ripco, Ltd.",,,,2011-04-01 00:00:00,,,208.8,,
f2b9ae43-873b-4bcc-9e9b-a3941be19990,80ce1a27-e399-42f8-a988-517ebae12865,Indiana,1,Sonic Drive-In,,,,2011-04-06 00:00:00,,,6000.0,,
f12e7428-8a01-4687-9e4d-5e542c30c75d,88e14581-c16d-4f1a-81f5-8f95d1d6263a,Indiana,1,"Bridges of Indiana, Inc.",,,,2011-04-06 00:00:00,,,6000.0,,
9732021d-4ca5-4ef7-977b-939ba4152afc,c4da3432-17df-46b1-8372-b1666136e523,Indiana,1,Horseshoe Southern Indiana,,,,2011-04-07 00:00:00,,,42856.0,,
2be46205-26c3-415a-8b4e-f21c5fed1162,ea8d6586-2cd0-4933-a8aa-885276773e25,Indiana,1,"CFI Design Management, Inc.",,,,2011-04-12 00:00:00,,,20053.5,,
62356ae6-1ac2-4047-afc1-e86ae5709f39,c64a8bbb-a658-4bb6-9878-6bb7d0cd9ffd,Indiana,1,Sonic Drive-In,,,,2011-04-13 00:00:00,,,6000.0,,
2563e2e0-f235-420e-9b58-53b2abd03b27,2fef8403-c1be-432c-b966-cb63298685e3,Indiana,1,Sonic Drive-In,,,,2011-04-13 00:00:00,,,6000.0,,
795296a1-3eeb-493a-aedc-1d4d455170fa,5384b417-b700-47fc-a76b-362a44c2e2e0,Indiana,1,Sonic Drive-In,,,,2011-04-13 00:00:00,,,6000.0,,
79b975e5-b4fc-451a-ab38-f9d60cdee06a,040f2b74-7926-411e-8558-076306f265d0,Indiana,1,"Bridges of Indiana, Inc.",,,,2011-04-13 00:00:00,,,6000.0,,
